"inner_group,region,subgroup1,subgroup,the_group,type_group,amount,date_key,budget,type,date,currency",,
"IP VPN,SEAN,Direct Cost,COE,Data,Recurring Business,22459370866,201707,0,MTD,Jul  1 2017 12:00AM,IDR",,
"Other Data,SEAN,Direct Cost,COE,Data,Recurring Business,1053852172,201707,0,MTD,Jul  1 2017 12:00AM,IDR",,
"CDN & Security,ROAM,Revenue,Revenue,Digital Business,Recurring Business,0,201707,0,YTD,Jul  1 2017 12:00AM,IDR",,
"CDN Infrastructure,ROAM,Direct Cost,COE,Data,Recurring Business,0,201707,0,YTD,Jul  1 2017 12:00AM,IDR",,
"CDN Infrastructure,ENLA,Revenue,Revenue,Data,Recurring Business,0,201707,0,YTD,Jul  1 2017 12:00AM,IDR",,
"Data Center Colocation and Power,SEAN,Direct Cost,COE,Data Center,Recurring Business,0,201707,0,YTD,Jul  1 2017 12:00AM,IDR",,
"Data Center Sale of Equipment and Solution,ROAM,Revenue,Revenue,Data Center,Recurring Business,0,201707,0,YTD,Jul  1 2017 12:00AM,IDR",,
"Go Presence,ENLA,Revenue,Revenue,Digital Business,Recurring Business,0,201707,0,YTD,Jul  1 2017 12:00AM,IDR",,
"IPLC/IEPL,ROAM,Direct Cost,COE,Data,Recurring Business,0,201707,0,YTD,Jul  1 2017 12:00AM,IDR",,
"IPLC/IEPL,ENLA,Revenue,Revenue,Data,Recurring Business,0,201707,0,YTD,Jul  1 2017 12:00AM,IDR",,
"Voice,Existing Source,Direct Cost,COE,Voice,,84916531382,201702,0,MTD,Feb  1 2017 12:00AM,IDR",,
"IP Transit,Existing Source,Revenue,Revenue,Data,Recurring Business,-745104007","6,201702,0,YTD,Feb  1 2017 12:00AM,IDR",
"IPLC/IEPL,Existing Source,Revenue,Revenue,Data,Recurring Business,-7","392E+12,201702,0,YTD,Feb  1 2017 12:00AM,IDR",
"Managed Service,Existing Source,Revenue,Revenue,Managed Service,Trading Wholesale Business,23657427106,201702,0,MTD,Feb  1 2017 12:00AM,IDR",,
"Other Data,Existing Source,Revenue,Revenue,Data,Recurring Business,-35000639,201702,0,YTD,Feb  1 2017 12:00AM,IDR",,
"BPO,Existing Source,Direct Cost,COE,BPO,Others,5920928412,201703,0,MTD,Mar  1 2017 12:00AM,IDR",,
"Data Center,Existing Source,Direct Cost,COE,Data Center,,12159660776,201908,0,MTD,Aug  1 2019 12:00AM,IDR",,
"IP VPN,Existing Source,Direct Cost,COE,Data,Recurring Business,11445467282,201908,0,MTD,Aug  1 2019 12:00AM,IDR",,
"IPLC/IEPL,Existing Source,Direct Cost,COE,Data,Recurring Business,64911137793,201908,0,YTD,Aug  1 2019 12:00AM,IDR",,
"MVNO Data,Existing Source,Direct Cost,COE,MVNO,Retail,3930120556,201908,0,MTD,Aug  1 2019 12:00AM,IDR",,
"MVNO VAS,Existing Source,Direct Cost,COE,MVNO,Retail,24803249049,201908,0,YTD,Aug  1 2019 12:00AM,IDR",,
"Wifi Roaming,Existing Source,Direct Cost,COE,Digital Business,Trading Wholesale Business,0,201908,0,YTD,Aug  1 2019 12:00AM,IDR",,
"Agent Fee,Existing Source,Revenue,Revenue,Managed Service,Trading Wholesale Business,706736893","2,201908,0,MTD,Aug  1 2019 12:00AM,IDR",
"Agent Fee,Existing Source,Revenue,Revenue,Managed Service,Trading Wholesale Business,607974551","8,201908,0,YTD,Aug  1 2019 12:00AM,IDR",
"MVNO SMS,Existing Source,Revenue,Revenue,MVNO,Retail,-1312263145,201908,0,YTD,Aug  1 2019 12:00AM,IDR",,
"PKSO,Existing Source,Revenue,Revenue,Managed Service,Trading Wholesale Business,-14401147000,201908,0,MTD,Aug  1 2019 12:00AM,IDR",,
"PKSO,Existing Source,Revenue,Revenue,Managed Service,Trading Wholesale Business,-1","14101E+11,201908,0,YTD,Aug  1 2019 12:00AM,IDR",
"Voice,Existing Source,Revenue,Revenue,Voice,Retail,-2","92587E+11,201908,0,MTD,Aug  1 2019 12:00AM,IDR",
"CDN & Security,Existing Source,Direct Cost,COE,Digital Business,Recurring Business,5676339590,201909,0,MTD,Sep  1 2019 12:00AM,IDR",,
"G&A Expense,Existing Source,Indirect Cost,COE,G&A Expense,,1","41613E+11,201909,0,YTD,Sep  1 2019 12:00AM,IDR",
"IAT,Existing Source,Direct Cost,COE,Digital Business,Trading Wholesale Business,0,201909,0,MTD,Sep  1 2019 12:00AM,IDR",,
"BPO,Existing Source,Revenue,Revenue,BPO,Others,-11434226005,201909,0,MTD,Sep  1 2019 12:00AM,IDR",,
"BPO,Existing Source,Revenue,Revenue,BPO,Others,-1","13402E+11,201909,0,YTD,Sep  1 2019 12:00AM,IDR",
"IP Transit,Existing Source,Revenue,Revenue,Data,Recurring Business,-1","02688E+11,201909,0,MTD,Sep  1 2019 12:00AM,IDR",
"IAT,Existing Source,Revenue,Revenue,Digital Business,Trading Wholesale Business,-230446878","8,201907,0,YTD,Jul  1 2019 12:00AM,IDR",
"Managed Service,Existing Source,Revenue,Revenue,Managed Service,Trading Wholesale Business,-119649064,201907,0,YTD,Jul  1 2019 12:00AM,IDR",,
"MVNO SMS,Existing Source,Revenue,Revenue,MVNO,Retail,-142152951,201907,0,MTD,Jul  1 2019 12:00AM,IDR",,
"Voice,Existing Source,Revenue,Revenue,Voice,NULL,-2","06836E+11,201907,0,MTD,Jul  1 2019 12:00AM,IDR",
"CDN & Security,Existing Source,Direct Cost,COE,Digital Business,Recurring Business,43073137564,201908,0,YTD,Aug  1 2019 12:00AM,IDR",,
"G&A Expense,Existing Source,Indirect Cost,COE,G&A Expense,,16995043328,201908,0,MTD,Aug  1 2019 12:00AM,IDR",,
"Managed Services,Existing Source,Direct Cost,COE,Managed Services,,2910300679,201908,0,YTD,Aug  1 2019 12:00AM,IDR",,
"MVNO SMS,Existing Source,Direct Cost,COE,MVNO,Retail,523320673","5,201908,0,YTD,Aug  1 2019 12:00AM,IDR",
"Voice,Existing Source,Direct Cost,COE,Voice,,2","4345E+12,201908,0,YTD,Aug  1 2019 12:00AM,IDR",
"Wifi Roaming,Existing Source,Direct Cost,COE,Digital Business,Trading Wholesale Business,0,201908,0,MTD,Aug  1 2019 12:00AM,IDR",,
"Go Presence,Existing Source,Revenue,Revenue,Digital Business,Recurring Business,-67399388,201908,0,MTD,Aug  1 2019 12:00AM,IDR",,
"IP VPN,Existing Source,Revenue,Revenue,Data,Recurring Business,-24358698305,201908,0,MTD,Aug  1 2019 12:00AM,IDR",,
"iSMS Hubbing,Existing Source,Revenue,Revenue,Digital Business,Trading Wholesale Business,-60141944766,201908,0,MTD,Aug  1 2019 12:00AM,IDR",,
"MVNE,Existing Source,Revenue,Revenue,Digital Business,Trading Wholesale Business,111100997","7,201908,0,YTD,Aug  1 2019 12:00AM,IDR",
"MVNO VAS,Existing Source,Revenue,Revenue,MVNO,Retail,-31456285868,201908,0,YTD,Aug  1 2019 12:00AM,IDR",,
"Other Digital,Existing Source,Revenue,Revenue,Digital Business,Trading Wholesale Business,-460651313","9,201908,0,MTD,Aug  1 2019 12:00AM,IDR",
"Voice,Existing Source,Revenue,Revenue,Voice,Trading Wholesale Business,-2","48188E+12,201908,0,YTD,Aug  1 2019 12:00AM,IDR",
"IP VPN,Existing Source,Direct Cost,COE,Data,Recurring Business,11503409373,202008,12217489678,MTD,Aug  1 2020 12:00AM,IDR",,
"Marketing Expense,Existing Source,Indirect Cost,COE,Marketing Expense,,25369721721,202008,40497486956,YTD,Aug  1 2020 12:00AM,IDR",,
"MNO,Existing Source,Direct Cost,COE,MNO,Retail,7512337079,202008,10070967028,YTD,Aug  1 2020 12:00AM,IDR",,
"Wifi Roaming,Existing Source,Revenue,Revenue,Digital Business,Trading Wholesale Business,-14865942,202205,15898976","94,YTD,May  1 2022 12:00AM,IDR",
"CDN & Security,Existing Source,Direct Cost,COE,Digital Business,Recurring Business,35620326629,202206,41810504967,YTD,Jun  1 2022 12:00AM,IDR",,
"G&A Expense,Existing Source,Indirect Cost,COE,G&A Expense,,29326253705,202206,19444440648,MTD,Jun  1 2022 12:00AM,IDR",,
"iSMS Hubbing,Existing Source,Direct Cost,COE,Digital Business,Trading Wholesale Business,2","10322E+11,202206,1","79139E+11,MTD,Jun  1 2022 12:00AM,IDR"
"MNO,Existing Source,Direct Cost,COE,MNO,Retail,6378905582,202206,9729517177,YTD,Jun  1 2022 12:00AM,IDR",,
"MVNO Fee,Existing Source,Direct Cost,COE,MVNO,Retail,62815015,202206,73681730","77,MTD,Jun  1 2022 12:00AM,IDR",
"MVNO VAS,Existing Source,Direct Cost,COE,MVNO,Retail,38723012522,202206,39366246596,YTD,Jun  1 2022 12:00AM,IDR",,
"MVNO Voice,Existing Source,Direct Cost,COE,MVNO,Retail,367487710,202206,443854467","1,MTD,Jun  1 2022 12:00AM,IDR",
"O&M Expense,Existing Source,Indirect Cost,COE,O&M Expense,,2","60726E+11,202206,3","39986E+11,YTD,Jun  1 2022 12:00AM,IDR"
"Voice Outgoing,Existing Source,Direct Cost,COE,Voice,Trading Wholesale Business,2976972207,202206,2167489144,MTD,Jun  1 2022 12:00AM,IDR",,
"CDN & Security,Existing Source,Revenue,Revenue,Digital Business,Recurring Business,-52483280677,202206,64323853796,YTD,Jun  1 2022 12:00AM,IDR",,
"CDN Infrastructure,Existing Source,Revenue,Revenue,Data,Recurring Business,-6414593774,202206,0,MTD,Jun  1 2022 12:00AM,IDR",,
"Go Presence,Existing Source,Revenue,Revenue,Digital Business,Recurring Business,13131798,202206,0,MTD,Jun  1 2022 12:00AM,IDR",,
"MVNO Digital Retail,Existing Source,Direct Cost,COE,MVNO,Retail,263475264,202204,81677759","27,MTD,Apr  1 2022 12:00AM,IDR",
"MVNO Fee,Existing Source,Direct Cost,COE,MVNO,Retail,49391168,202204,73681730","77,MTD,Apr  1 2022 12:00AM,IDR",
"MVNO Voice,Existing Source,Direct Cost,COE,MVNO,Retail,295349909,202204,461500710","9,MTD,Apr  1 2022 12:00AM,IDR",
"O&M Expense,Existing Source,Indirect Cost,COE,O&M Expense,,41192139989,202204,56638720436,MTD,Apr  1 2022 12:00AM,IDR",,
"Other Data,Existing Source,Direct Cost,COE,Data,Recurring Business,8470620008,202204,4711594243,MTD,Apr  1 2022 12:00AM,IDR",,
"Personnel Expense,Existing Source,Indirect Cost,COE,Personnel Expense,,43773547842,202204,46033587727,MTD,Apr  1 2022 12:00AM,IDR",,
"Agent Fee,Existing Source,Revenue,Revenue,Managed Service,Trading Wholesale Business,-230958297,202204,56408889","45,MTD,Apr  1 2022 12:00AM,IDR",
"MVNO Data,Existing Source,Revenue,Revenue,MVNO,Retail,-20424680898,202204,23161168148,YTD,Apr  1 2022 12:00AM,IDR",,
"PKSO,Existing Source,Revenue,Revenue,Managed Service,Trading Wholesale Business,-57666666668,202204,57666666667,YTD,Apr  1 2022 12:00AM,IDR",,
"Voice Hubbing,Existing Source,Revenue,Revenue,Voice,Trading Wholesale Business,-2","9689E+11,202204,2","64606E+11,MTD,Apr  1 2022 12:00AM,IDR"
"BPO,Existing Source,Direct Cost,COE,BPO,Others,1848351287,202205,3847296071,MTD,May  1 2022 12:00AM,IDR",,
"G&A Expense,Existing Source,Indirect Cost,COE,G&A Expense,,23151124496,202205,18162604194,MTD,May  1 2022 12:00AM,IDR",,
"Data Center Sale of Equipment and Solution,ENLA,Revenue,Revenue,Data Center,Recurring Business,1741521","017,202106,0,MTD,Jun  1 2021 12:00AM,IDR",
"IP Transit,ROAM,Revenue,Revenue,Data,Recurring Business,-6604446751,202106,0,MTD,Jun  1 2021 12:00AM,IDR",,
"IP VPN,ENLA,Direct Cost,COE,Data,Recurring Business,314512878","9,202106,0,MTD,Jun  1 2021 12:00AM,IDR",
"IPLC/IEPL,SEAN,Revenue,Revenue,Data,Recurring Business,-14326750890,202106,0,MTD,Jun  1 2021 12:00AM,IDR",,
"Other Data,ROAM,Revenue,Revenue,Data,Recurring Business,-637760051","7,202106,0,MTD,Jun  1 2021 12:00AM,IDR",
"CDN Infrastructure,SEAN,Direct Cost,COE,Data,Recurring Business,0,202106,0,YTD,Jun  1 2021 12:00AM,IDR",,
"Data Center Colocation and Power,ROAM,Revenue,Revenue,Data Center,Recurring Business,-6612370346,202106,0,YTD,Jun  1 2021 12:00AM,IDR",,
"Data Center Colocation and Power,ENLA,Revenue,Revenue,Data Center,Recurring Business,-1329691896,202110,0,YTD,Oct  1 2021 12:00AM,IDR",,
"Data Center Sale of Equipment and Solution,ROAM,Direct Cost,COE,Data Center,Recurring Business,0,202110,0,YTD,Oct  1 2021 12:00AM,IDR",,
"Data Center Sale of Equipment and Solution,ENLA,Revenue,Revenue,Data Center,Recurring Business,-9613497","754,202110,0,YTD,Oct  1 2021 12:00AM,IDR",
"Data Center Sale of Equipment and Solution,SEAN,Revenue,Revenue,Data Center,Recurring Business,174736043","6,202110,0,YTD,Oct  1 2021 12:00AM,IDR",
"Go Presence,ENLA,Direct Cost,COE,Digital Business,Recurring Business,206965","3614,202110,0,YTD,Oct  1 2021 12:00AM,IDR",
"Data Center Colocation and Power,ENLA,Direct Cost,COE,Data Center,Recurring Business,-24317983","72,202111,0,MTD,Nov  1 2021 12:00AM,IDR",
"Data Center Colocation and Power,SEAN,Revenue,Revenue,Data Center,Recurring Business,-71392930077,202111,0,MTD,Nov  1 2021 12:00AM,IDR",,
"Data Center Sale of Equipment and Solution,ROAM,Revenue,Revenue,Data Center,Recurring Business,433459851","3,202111,0,MTD,Nov  1 2021 12:00AM,IDR",
"CDN Infrastructure,ROAM,Direct Cost,COE,Data,Recurring Business,0,202111,0,YTD,Nov  1 2021 12:00AM,IDR",,
"CDN Infrastructure,ENLA,Revenue,Revenue,Data,Recurring Business,0,202111,0,YTD,Nov  1 2021 12:00AM,IDR",,
"IP Transit,ENLA,Direct Cost,COE,Data,Recurring Business,16211597556,202111,0,YTD,Nov  1 2021 12:00AM,IDR",,
"IP Transit,ENLA,Revenue,Revenue,Data,Recurring Business,-15726056121,202111,0,YTD,Nov  1 2021 12:00AM,IDR",,
"IP Transit,SEAN,Revenue,Revenue,Data,Recurring Business,-1","61853E+12,202111,0,YTD,Nov  1 2021 12:00AM,IDR",
"IPLC/IEPL,ROAM,Direct Cost,COE,Data,Recurring Business,18377431256,202111,0,YTD,Nov  1 2021 12:00AM,IDR",,
"IPLC/IEPL,ENLA,Revenue,Revenue,Data,Recurring Business,-2","42323E+11,202111,0,YTD,Nov  1 2021 12:00AM,IDR",
"Other Data,ENLA,Revenue,Revenue,Data,Recurring Business,-20185904081,202111,0,YTD,Nov  1 2021 12:00AM,IDR",,
"Other Data,SEAN,Revenue,Revenue,Data,Recurring Business,-65342118572,202111,0,YTD,Nov  1 2021 12:00AM,IDR",,
"IP VPN,ENLA,Direct Cost,COE,Data,Recurring Business,521579308","8,202201,4150810000,MTD,Jan  1 2022 12:00AM,IDR",
"Other Data,ROAM,Direct Cost,COE,Data,Recurring Business,1021501327,202201,322685000,MTD,Jan  1 2022 12:00AM,IDR",,
"Other Data,ENLA,Revenue,Revenue,Data,Recurring Business,-2251565162,202201,2504166737,MTD,Jan  1 2022 12:00AM,IDR",,
"CDN & Security,SEAN,Direct Cost,COE,Digital Business,Recurring Business,2429484623,202201,3404380000,YTD,Jan  1 2022 12:00AM,IDR",,
"Data Center Colocation and Power,ROAM,Direct Cost,COE,Data Center,Recurring Business,901912704","1,202201,1425440000,YTD,Jan  1 2022 12:00AM,IDR",
"Data Center Colocation and Power,ENLA,Revenue,Revenue,Data Center,Recurring Business,46308260","36,202201,0,YTD,Jan  1 2022 12:00AM,IDR",
"Data Center Sale of Equipment and Solution,SEAN,Revenue,Revenue,Data Center,Recurring Business,-257290897","7,202201,0,YTD,Jan  1 2022 12:00AM,IDR",
"Go Presence,ROAM,Revenue,Revenue,Digital Business,Recurring Business,0,202201,0,YTD,Jan  1 2022 12:00AM,IDR",,
"IP VPN,SEAN,Direct Cost,COE,Data,Recurring Business,9579796078,202201,5226830000,YTD,Jan  1 2022 12:00AM,IDR",,
"CDN Infrastructure,SEAN,Direct Cost,COE,Data,Recurring Business,9","54E-07,202202,0,MTD,Feb  1 2022 12:00AM,IDR",
"Data Center Colocation and Power,ENLA,Direct Cost,COE,Data Center,Recurring Business,12223771","83,202202,0,MTD,Feb  1 2022 12:00AM,IDR",
"IP Transit,ENLA,Revenue,Revenue,Data,Recurring Business,-3730326475,202202,11205400258,MTD,Feb  1 2022 12:00AM,IDR",,
"Other Data,ROAM,Direct Cost,COE,Data,Recurring Business,996701946","5,202202,324491000,MTD,Feb  1 2022 12:00AM,IDR",
"Other Data,ENLA,Revenue,Revenue,Data,Recurring Business,-2215191227,202202,2504166737,MTD,Feb  1 2022 12:00AM,IDR",,
"CDN & Security,SEAN,Direct Cost,COE,Digital Business,Recurring Business,5392325559,202202,6808760000,YTD,Feb  1 2022 12:00AM,IDR",,
"Other Data,SEAN,Direct Cost,COE,Data,Recurring Business,831150739","8,201809,0,MTD,Sep  1 2018 12:00AM,IDR",
"CDN & Security,ROAM,Revenue,Revenue,Digital Business,Recurring Business,0,201809,0,YTD,Sep  1 2018 12:00AM,IDR",,
"CDN Infrastructure,ROAM,Direct Cost,COE,Data,Recurring Business,0,201809,0,YTD,Sep  1 2018 12:00AM,IDR",,
"CDN Infrastructure,ENLA,Revenue,Revenue,Data,Recurring Business,0,201809,0,YTD,Sep  1 2018 12:00AM,IDR",,
"Data Center Colocation and Power,SEAN,Direct Cost,COE,Data Center,Recurring Business,0,201809,0,YTD,Sep  1 2018 12:00AM,IDR",,
"Data Center Sale of Equipment and Solution,ROAM,Revenue,Revenue,Data Center,Recurring Business,0,201809,0,YTD,Sep  1 2018 12:00AM,IDR",,
"Go Presence,ENLA,Revenue,Revenue,Digital Business,Recurring Business,0,201809,0,YTD,Sep  1 2018 12:00AM,IDR",,
"IPLC/IEPL,ROAM,Direct Cost,COE,Data,Recurring Business,0,201809,0,YTD,Sep  1 2018 12:00AM,IDR",,
"IPLC/IEPL,ENLA,Revenue,Revenue,Data,Recurring Business,0,201809,0,YTD,Sep  1 2018 12:00AM,IDR",,
"CDN Infrastructure,ROAM,Direct Cost,COE,Data,Recurring Business,0,201805,0,YTD,May  1 2018 12:00AM,IDR",,
"CDN Infrastructure,ENLA,Revenue,Revenue,Data,Recurring Business,0,201805,0,YTD,May  1 2018 12:00AM,IDR",,
"Data Center Colocation and Power,SEAN,Direct Cost,COE,Data Center,Recurring Business,0,201805,0,YTD,May  1 2018 12:00AM,IDR",,
"Data Center Sale of Equipment and Solution,ROAM,Revenue,Revenue,Data Center,Recurring Business,0,201805,0,YTD,May  1 2018 12:00AM,IDR",,
"Go Presence,ENLA,Revenue,Revenue,Digital Business,Recurring Business,0,201805,0,YTD,May  1 2018 12:00AM,IDR",,
"IPLC/IEPL,ROAM,Direct Cost,COE,Data,Recurring Business,0,201805,0,YTD,May  1 2018 12:00AM,IDR",,
"IPLC/IEPL,ENLA,Revenue,Revenue,Data,Recurring Business,0,201805,0,YTD,May  1 2018 12:00AM,IDR",,
"Other Data,SEAN,Revenue,Revenue,Data,Recurring Business,0,201805,0,YTD,May  1 2018 12:00AM,IDR",,
"IP Transit,SEAN,Direct Cost,COE,Data,Recurring Business,35282970326,201806,0,MTD,Jun  1 2018 12:00AM,IDR",,
"IP VPN,SEAN,Direct Cost,COE,Data,Recurring Business,2905687086,201806,0,MTD,Jun  1 2018 12:00AM,IDR",,
"Other Data,SEAN,Direct Cost,COE,Data,Recurring Business,577347683","3,201806,0,MTD,Jun  1 2018 12:00AM,IDR",
"CDN Infrastructure,ENLA,Direct Cost,COE,Data,Recurring Business,0,201806,0,YTD,Jun  1 2018 12:00AM,IDR",,
"Data Center Colocation and Power,SEAN,Direct Cost,COE,Data Center,Recurring Business,0,201806,0,YTD,Jun  1 2018 12:00AM,IDR",,
"Data Center Sale of Equipment and Solution,ROAM,Revenue,Revenue,Data Center,Recurring Business,0,201806,0,YTD,Jun  1 2018 12:00AM,IDR",,
"Go Presence,ENLA,Revenue,Revenue,Digital Business,Recurring Business,0,201806,0,YTD,Jun  1 2018 12:00AM,IDR",,
"Go Presence,ROAM,Direct Cost,COE,Digital Business,Recurring Business,0,201909,0,YTD,Sep  1 2019 12:00AM,IDR",,
"IP Transit,ENLA,Direct Cost,COE,Data,Recurring Business,0,201909,0,YTD,Sep  1 2019 12:00AM,IDR",,
"IP VPN,SEAN,Revenue,Revenue,Data,Recurring Business,0,201909,0,YTD,Sep  1 2019 12:00AM,IDR",,
"IPLC/IEPL,ROAM,Direct Cost,COE,Data,Recurring Business,0,201909,0,YTD,Sep  1 2019 12:00AM,IDR",,
"IPLC/IEPL,ENLA,Revenue,Revenue,Data,Recurring Business,0,201909,0,YTD,Sep  1 2019 12:00AM,IDR",,
"Other Data,ENLA,Direct Cost,COE,Data,Recurring Business,0,201909,0,YTD,Sep  1 2019 12:00AM,IDR",,
"Other Data,SEAN,Revenue,Revenue,Data,Recurring Business,0,201909,0,YTD,Sep  1 2019 12:00AM,IDR",,
"CDN & Security,ROAM,Direct Cost,COE,Digital Business,Recurring Business,-32038062","19,202112,0,MTD,Dec  1 2021 12:00AM,IDR",
"Data Center Colocation and Power,SEAN,Direct Cost,COE,Data Center,Recurring Business,32407974727,202112,0,MTD,Dec  1 2021 12:00AM,IDR",,
"Go Presence,SEAN,Revenue,Revenue,Digital Business,Recurring Business,-9258065,202112,0,MTD,Dec  1 2021 12:00AM,IDR",,
"IPLC/IEPL,ENLA,Revenue,Revenue,Data,Recurring Business,-32288343569,202112,0,MTD,Dec  1 2021 12:00AM,IDR",,
"CDN & Security,ROAM,Direct Cost,COE,Digital Business,Recurring Business,48775004","52,202112,0,YTD,Dec  1 2021 12:00AM,IDR",
"CDN & Security,ENLA,Revenue,Revenue,Digital Business,Recurring Business,-32990722189,202112,0,YTD,Dec  1 2021 12:00AM,IDR",,
"CDN Infrastructure,SEAN,Revenue,Revenue,Data,Recurring Business,0,202112,0,YTD,Dec  1 2021 12:00AM,IDR",,
"Data Center Sale of Equipment and Solution,ROAM,Direct Cost,COE,Data Center,Recurring Business,0,202112,0,YTD,Dec  1 2021 12:00AM,IDR",,
"IP Transit,SEAN,Direct Cost,COE,Data,Recurring Business,72471469201,202402,0,YTD,Feb  1 2024 12:00AM,IDR",,
"Data Center Sale of Equipment and Solution,ENLA,Revenue,Revenue,Data Center,Recurring Business,375794007","4,202112,0,YTD,Dec  1 2021 12:00AM,IDR",
"Go Presence,SEAN,Revenue,Revenue,Digital Business,Recurring Business,23244451","24,202112,0,YTD,Dec  1 2021 12:00AM,IDR",
"IP Transit,ROAM,Revenue,Revenue,Data,Recurring Business,-90682710189,202112,0,YTD,Dec  1 2021 12:00AM,IDR",,
"IPLC/IEPL,ENLA,Direct Cost,COE,Data,Recurring Business,43790829625,202112,0,YTD,Dec  1 2021 12:00AM,IDR",,
"IPLC/IEPL,SEAN,Revenue,Revenue,Data,Recurring Business,-1","84697E+11,202112,0,YTD,Dec  1 2021 12:00AM,IDR",
"Other Data,ROAM,Revenue,Revenue,Data,Recurring Business,-7269630772,202112,0,YTD,Dec  1 2021 12:00AM,IDR",,
"Data Center Colocation and Power,SEAN,Direct Cost,COE,Data Center,Recurring Business,4272390015,202201,21286600000,MTD,Jan  1 2022 12:00AM,IDR",,
"Data Center Sale of Equipment and Solution,ROAM,Revenue,Revenue,Data Center,Recurring Business,-13401448","29,202201,0,MTD,Jan  1 2022 12:00AM,IDR",
"IP Transit,SEAN,Direct Cost,COE,Data,Recurring Business,26277557884,202201,19180400000,MTD,Jan  1 2022 12:00AM,IDR",,
"IP VPN,ROAM,Direct Cost,COE,Data,Recurring Business,945981866","1,202201,1152720000,MTD,Jan  1 2022 12:00AM,IDR",
"Other Data,SEAN,Direct Cost,COE,Data,Recurring Business,1615161338,202201,3101120000,MTD,Jan  1 2022 12:00AM,IDR",,
"CDN & Security,ROAM,Revenue,Revenue,Digital Business,Recurring Business,0,202201,269175000,YTD,Jan  1 2022 12:00AM,IDR",,
"Data Center Colocation and Power,SEAN,Direct Cost,COE,Data Center,Recurring Business,4272390015,202201,21286600000,YTD,Jan  1 2022 12:00AM,IDR",,
"Data Center Sale of Equipment and Solution,ROAM,Revenue,Revenue,Data Center,Recurring Business,-13401448","29,202201,0,YTD,Jan  1 2022 12:00AM,IDR",
"Data Center Colocation and Power,ENLA,Revenue,Revenue,Data Center,Recurring Business,-45779129","58,202211,0,YTD,Nov  1 2022 12:00AM,IDR",
"Data Center Sale of Equipment and Solution,SEAN,Direct Cost,COE,Data Center,Recurring Business,15252532217,202211,0,YTD,Nov  1 2022 12:00AM,IDR",,
"Go Presence,ROAM,Revenue,Revenue,Digital Business,Recurring Business,0,202211,0,YTD,Nov  1 2022 12:00AM,IDR",,
"IP Transit,ENLA,Direct Cost,COE,Data,Recurring Business,21923669578,202211,20987620000,YTD,Nov  1 2022 12:00AM,IDR",,
"IP VPN,SEAN,Revenue,Revenue,Data,Recurring Business,-94971196131,202211,95297304808,YTD,Nov  1 2022 12:00AM,IDR",,
"Other Data,ENLA,Direct Cost,COE,Data,Recurring Business,11638347957,202211,16275600000,YTD,Nov  1 2022 12:00AM,IDR",,
"CDN & Security,SEAN,Direct Cost,COE,Digital Business,Recurring Business,5215023754,202212,4069330000,MTD,Dec  1 2022 12:00AM,IDR",,
"Data Center Colocation and Power,SEAN,Revenue,Revenue,Data Center,Recurring Business,-66015544794,202212,52045293276,MTD,Dec  1 2022 12:00AM,IDR",,
"Data Center Sale of Equipment and Solution,SEAN,Direct Cost,COE,Data Center,Recurring Business,5402029229,202212,0,MTD,Dec  1 2022 12:00AM,IDR",,
"IP Transit,SEAN,Revenue,Revenue,Data,Recurring Business,-1","49337E+11,202212,1","29066E+11,MTD,Dec  1 2022 12:00AM,IDR"
"IP VPN,ROAM,Revenue,Revenue,Data,Recurring Business,-2788101594,202212,1841233835,MTD,Dec  1 2022 12:00AM,IDR",,
"IPLC/IEPL,ROAM,Revenue,Revenue,Data,Recurring Business,-6508104736,202212,7045391075,MTD,Dec  1 2022 12:00AM,IDR",,
"Other Data,SEAN,Revenue,Revenue,Data,Recurring Business,-9002321792,202212,5820014749,MTD,Dec  1 2022 12:00AM,IDR",,
"CDN Infrastructure,SEAN,Revenue,Revenue,Data,Recurring Business,-197806250,202309,0,MTD,Sep  1 2023 12:00AM,IDR",,
"IP Transit,ENLA,Direct Cost,COE,Data,Recurring Business,3526684445,202309,0,MTD,Sep  1 2023 12:00AM,IDR",,
"IP VPN,ROAM,Revenue,Revenue,Data,Recurring Business,-3387489941,202309,3019216404,MTD,Sep  1 2023 12:00AM,IDR",,
"IPLC/IEPL,ENLA,Direct Cost,COE,Data,Recurring Business,2564493155,202309,0,MTD,Sep  1 2023 12:00AM,IDR",,
"IPLC/IEPL,SEAN,Revenue,Revenue,Data,Recurring Business,-18498595776,202309,26843320325,MTD,Sep  1 2023 12:00AM,IDR",,
"Other Data,ENLA,Direct Cost,COE,Data,Recurring Business,1945363009,202309,0,MTD,Sep  1 2023 12:00AM,IDR",,
"CDN & Security,ROAM,Direct Cost,COE,Digital Business,Recurring Business,26899827","13,202309,0,YTD,Sep  1 2023 12:00AM,IDR",
"CDN & Security,ENLA,Revenue,Revenue,Digital Business,Recurring Business,-187319168,202309,0,YTD,Sep  1 2023 12:00AM,IDR",,
"CDN & Security,SEAN,Revenue,Revenue,Digital Business,Recurring Business,-78625969556,202309,95236888691,YTD,Sep  1 2023 12:00AM,IDR",,
"Data Center Colocation and Power,ENLA,Direct Cost,COE,Data Center,Recurring Business,-201214634","9,202309,0,YTD,Sep  1 2023 12:00AM,IDR",
